N_unmapped	1253204	1253204	1253204
N_multimapping	3066591	3066591	3066591
N_noFeature	2113886	24042971	2237554
N_ambiguous	2661936	44310	1331800
ENSG00000186827	35	0	35
ENSG00000186891	0	0	0
ENSG00000160072	183	0	183
ENSG00000260179	0	0	0
ENSG00000234396	0	0	0
ENSG00000225972	0	0	0
ENSG00000224315	2	0	2
ENSG00000198744	3	0	3
ENSG00000279928	1	1	0
ENSG00000228037	7	4	3
ENSG00000142611	1	0	1
ENSG00000225630	14	0	14
ENSG00000131584	330	24	330
ENSG00000227589	0	0	0
ENSG00000237402	0	0	0
ENSG00000284616	0	0	0
ENSG00000169972	65	40	96
ENSG00000157911	148	113	276
ENSG00000269896	4	0	4
ENSG00000237973	45	0	55
ENSG00000224051	334	0	334
ENSG00000228463	9	0	17
ENSG00000260972	0	0	0
ENSG00000157933	213	0	213
ENSG00000162591	396	1	395
ENSG00000224340	0	0	0
ENSG00000270035	0	0	0
ENSG00000169962	13	13	6
ENSG00000226545	2	2	0
ENSG00000233653	0	0	0
ENSG00000268663	1	1	0
ENSG00000226374	0	0	0
ENSG00000116285	99	1	99
ENSG00000229280	0	0	0
ENSG00000142655	710	77	710
ENSG00000232596	0	0	0
ENSG00000235054	0	0	0
ENSG00000232663	0	0	0
ENSG00000284646	0	0	0
ENSG00000240409	0	0	0
ENSG00000229344	0	0	0
ENSG00000231510	0	0	0
ENSG00000149527	15	7	8
ENSG00000284739	0	0	0
ENSG00000171621	739	0	739
ENSG00000272235	4	2	2
ENSG00000236679	0	0	0
ENSG00000284694	0	0	0
ENSG00000162441	455	2	458
ENSG00000230021	1	15	1
ENSG00000271264	0	0	0
ENSG00000287356	1	0	1
ENSG00000224387	0	0	0
ENSG00000285629	1	0	1
ENSG00000173673	0	0	0
ENSG00000227372	321	0	374
ENSG00000142583	32	0	32
ENSG00000223663	0	0	0
ENSG00000284674	0	0	0
ENSG00000272161	0	0	0
ENSG00000237094	7	0	7
ENSG00000224338	0	0	0
ENSG00000074800	27880	7	27875
ENSG00000116786	5560	2	6127
ENSG00000287727	2	2	0
ENSG00000176022	293	0	293
ENSG00000223989	0	35	1
ENSG00000228423	1	0	1
ENSG00000286448	0	8	0
ENSG00000162496	199	0	199
ENSG00000237365	0	0	0
ENSG00000131686	0	0	0
ENSG00000229305	0	0	0
ENSG00000284703	0	0	0
ENSG00000226457	3	3	0
ENSG00000162494	1	0	1
ENSG00000173614	328	0	328
ENSG00000248527	33	4	29
ENSG00000237728	0	0	0
ENSG00000215720	3	3	0
ENSG00000279804	0	0	0
ENSG00000241326	0	0	0
ENSG00000285701	1	1	0
ENSG00000233623	0	0	0
ENSG00000162592	4	47	0
ENSG00000116254	3	1	2
ENSG00000049245	2780	0	2780
ENSG00000179743	38	50	49
ENSG00000233645	0	0	0
ENSG00000234064	0	0	0
ENSG00000204624	0	0	0
ENSG00000284708	0	0	0
ENSG00000171603	4247	15	4376
ENSG00000280113	1	1	0
ENSG00000142606	8	80	11
ENSG00000235146	0	0	0
ENSG00000162572	10	0	10
ENSG00000225931	10	0	10
ENSG00000236601	0	0	0
ENSG00000171729	924	4	974
ENSG00000228150	9	14	0
ENSG00000175262	12	0	12
ENSG00000279457	36	0	36
ENSG00000162571	0	0	0
ENSG00000231181	2	0	2
ENSG00000238173	0	0	0
ENSG00000158109	483	0	483
ENSG00000229393	1	0	1
ENSG00000269978	0	0	0
ENSG00000037637	943	1	942
ENSG00000184163	3	0	3
ENSG00000287586	0	0	0
ENSG00000159423	201	0	201
ENSG00000142599	683	1	682
ENSG00000227169	0	0	0
ENSG00000283356	0	0	0
ENSG00000011021	412	1	427
ENSG00000272482	0	0	0
ENSG00000284747	9	0	10
ENSG00000215912	5	0	6
ENSG00000120952	0	0	0
ENSG00000243073	0	0	0
ENSG00000142615	0	0	0
ENSG00000215704	2	6	0
ENSG00000065526	2298	19	2340
ENSG00000157916	1814	132	1923
ENSG00000157881	511	2	509
ENSG00000116213	314	3	311
