"ENTREZ_GENE_ID","expressed","top"
"26290","0","0"
"3741","0","0"
"84766","1","0"
"158046","0","0"
"9754","0","0"
"27112","0","0"
"54857","0","0"
"6303","1","1"
"54552","0","0"
"23677","0","0"
"158747","0","0"
"57572","0","0"
"51295","1","0"
"3949","0","0"
"84337","1","0"
"26526","0","0"
"55908","0","0"
"5589","0","0"
"1264","0","0"
"8881","1","0"
"84891","0","0"
"51337","0","0"
"5819","0","0"
"348","0","0"
"10452","0","0"
"341","0","0"
"10912","0","0"
"57631","0","0"
"1804","0","0"
"23039","0","0"
"59272","0","0"
"147965","0","0"
"9667","1","1"
"25873","1","0"
"148229","0","0"
"2657","0","0"
"1463","0","0"
"547","0","0"
"84705","0","0"
"83483","0","0"
"684","1","0"
"376497","0","0"
"55695","0","0"
"83878","0","0"
"79709","1","0"
"79016","0","0"
"64981","0","0"
"25796","0","0"
"51690","1","0"
"56995","1","0"
"51429","1","1"
"84816","0","0"
"55278","0","0"
"51250","0","0"
"83861","0","0"
"4142","0","0"
"81616","0","0"
"4298","0","0"
"2527","0","0"
"9210","0","0"
"4301","0","0"
"81","0","0"
"65975","0","0"
"4705","1","0"
"2056","0","0"
"10095","1","0"
"59285","0","0"
"57688","0","0"
"23149","0","0"
"23025","0","0"
"55201","0","0"
"113730","0","0"
"7837","0","0"
"170463","0","0"
"9518","0","0"
"54858","0","0"
"80726","0","0"
"25804","1","0"
"3727","1","1"
"3270","0","0"
"54795","0","0"
"81061","0","0"
"25830","0","0"
"79230","0","0"
"92359","0","0"
"10439","0","0"
"157922","0","0"
"10422","1","0"
"6295","0","0"
"140685","0","0"
"85441","0","0"
"140700","0","0"
"4046","1","0"
"7140","0","0"
"7136","0","0"
"283120","0","0"
"102724852","0","0"
"22952","0","0"
"1289","0","0"
"25814","1","0"
"10844","1","0"
"50632","0","0"
"1571","0","0"
"375775","0","0"
"3050","0","0"
"10298","0","0"
"3110","0","0"
"26152","0","0"
"64793","0","0"
"6874","0","0"
"140628","0","0"
"140893","0","0"
"3911","0","0"
"9885","1","0"
"11047","1","0"
"445","0","0"
"59335","0","0"
"23404","0","0"
"10585","1","0"
"83549","1","0"
"84929","0","0"
"27243","1","0"
"9040","0","0"
"10155","1","0"
"84326","1","0"
"78992","0","0"
"84971","0","0"
"1968","1","0"
"54958","1","0"
"23211","0","0"
"4861","0","0"
"9535","1","0"
"4294","0","0"
"27237","0","0"
"57470","1","0"
"83667","0","0"
"27293","0","0"
"93974","1","0"
"54797","0","0"
"9473","0","0"
"6249","1","0"
"84660","0","0"
"9026","0","0"
"57693","1","0"
"56342","0","0"
"8666","1","0"
"83854","0","0"
"55337","0","0"
"1786","1","0"
"79088","0","0"
"6535","0","0"
"139728","0","0"
"1736","1","0"
"55558","0","0"
"1852","0","0"
"4354","0","0"
"55422","1","1"
"7776","1","0"
"56301","0","0"
"4037","0","0"
"91574","1","0"
"25926","1","0"
"10277","1","0"
"54897","1","0"
"10343","0","0"
"3293","0","0"
"54754","0","0"
"22927","0","0"
"8789","0","0"
"11046","1","0"
"5638","0","0"
"7317","1","0"
"9104","0","0"
"353497","0","0"
"246126","0","0"
"425057","0","0"
"85313","1","0"
"80328","0","0"
"9590","0","0"
"23345","1","1"
"79465","0","0"
"9113","1","0"
"54869","0","0"
"10288","0","0"
"25980","1","0"
"164395","0","0"
"140683","0","0"
"9584","1","1"
"84701","0","0"
"128861","0","0"
"84905","0","0"
"2686","0","0"
"117285","0","0"
"55902","0","0"
"60401","0","0"
"23229","0","0"
"10882","0","0"
"2670","0","0"
"5697","0","0"
"51751","0","0"
"529","1","0"
"7770","0","0"
"126299","0","0"
"83639","0","0"
"7700","0","0"
"6370","0","0"
"1327","1","1"
"10328","1","0"
"23199","1","0"
"51659","0","0"
"5119","1","0"
"6451","1","0"
"1349","1","0"
"6569","0","0"
"2161","0","0"
"80758","0","0"
"4772","1","0"
"3620","0","0"
"81025","0","0"
"10487","1","0"
"5538","1","0"
"84440","1","0"
"51132","1","0"
"1046","0","0"
"22","0","0"
"7187","1","0"
"93323","0","0"
"84658","0","0"
"64432","0","0"
"9467","0","0"
"26061","1","0"
"9779","1","0"
"23473","1","0"
"23180","1","0"
"84077","0","0"
"64145","1","0"
"117248","0","0"
"6533","1","0"
"3748","0","0"
"9476","0","0"
"256236","0","0"
"7376","1","0"
"94030","0","0"
"8572","0","0"
"11127","1","0"
"4245","0","0"
"9945","0","0"
"7283","0","0"
"10197","1","0"
"6155","1","0"
"29893","0","0"
"8639","0","0"
"47","1","0"
"84313","1","0"
"10266","0","0"
"314","0","0"
"2538","0","0"
"4695","0","0"
"54882","1","0"
"1729","1","1"
"80762","1","0"
"7322","1","0"
"84672","0","0"
"441543","0","0"
"60412","1","0"
"116983","0","0"
"54991","0","0"
"55107","0","0"
"8500","1","0"
"79652","0","0"
"79412","0","0"
"79228","0","0"
"84231","0","0"
"56033","0","0"
"4814","1","1"
"765","0","0"
"261734","0","0"
"4131","0","0"
"84528","0","0"
"3597","0","0"
"54521","0","0"
"1160","0","0"
"84240","0","0"
"3885","0","0"
"3884","0","0"
"84951","0","0"
"7153","0","0"
"10948","1","0"
"5914","0","0"
"84152","0","0"
"10656","0","0"
"9557","1","0"
"8799","0","0"
"2330","0","0"
"10401","0","0"
"5565","0","0"
"100132341","1","0"
"2488","0","0"
"5160","1","0"
"10742","0","0"
"64087","0","0"
"57343","0","0"
"79149","0","0"
"7691","0","0"
"57663","0","0"
"55829","1","0"
"22856","0","0"
"6627","1","0"
"3996","0","0"
"8431","0","0"
"79727","0","0"
"55145","1","0"
"85415","0","0"
"83636","0","0"
"91442","0","0"
"341883","0","0"
"55860","1","0"
"145447","0","0"
"2643","1","0"
"3958","0","0"
"79883","0","0"
"3337","1","1"
"65249","0","0"
"84261","0","0"
"5989","0","0"
"7568","0","0"
"79173","0","0"
"90379","0","0"
"54862","0","0"
"83546","0","0"
"4148","0","0"
"6737","1","0"
"54558","0","0"
"10489","0","0"
"10693","0","0"
"22907","1","0"
"5894","1","1"
"6538","0","0"
"5468","0","0"
"23225","1","0"
"84824","0","0"
"51478","0","0"
"55556","0","0"
"84034","0","0"
"548593","0","0"
"23647","1","0"
"85363","0","0"
"1262","0","0"
"10346","1","0"
"23378","0","0"
"26515","1","0"
"23167","1","0"
"10086","0","0"
"55037","1","1"
"10989","1","0"
"51318","0","0"
"79781","0","0"
"80895","1","0"
"8864","0","0"
"10267","0","0"
"51540","0","0"
"5791","1","0"
"5901","1","0"
"5562","1","1"
"84674","0","0"
"23108","1","0"
"23277","0","0"
"51763","1","1"
"10514","0","0"
"6117","1","0"
"5176","0","0"
"7326","1","0"
"60678","0","0"
"57533","0","0"
"85013","0","0"
"51805","0","0"
"25957","1","1"
"64208","0","0"
"23480","1","0"
"55915","1","0"
"63979","0","0"
"1644","0","0"
"53940","0","0"
"2926","1","0"
"10117","0","0"
"3512","0","0"
"26057","1","0"
"57050","0","0"
"3691","0","0"
"23558","1","0"
"3021","1","1"
"85451","0","0"
"91107","0","0"
"9406","1","0"
"1984","1","0"
"23135","1","0"
"10462","0","0"
"55065","0","0"
"3000","0","0"
"2874","0","0"
"54739","0","0"
"1742","0","0"
"10247","0","0"
"157680","1","1"
"26166","0","0"
"4147","0","0"
"51308","0","0"
"84105","0","0"
"6388","0","0"
"2319","1","0"
"26284","1","0"
"54496","0","0"
"51388","1","0"
"7014","0","0"
"27183","1","0"
"92154","0","0"
"116835","0","0"
"63926","0","0"
"140856","0","0"
"64773","0","0"
"6616","0","0"
"22903","0","0"
"5111","1","0"
"29107","1","0"
"10621","0","0"
"54453","0","0"
"5786","1","0"
"6754","0","0"
"7818","1","0"
"57127","0","0"
"22889","1","0"
"480","0","0"
"10763","0","0"
"63827","0","0"
"1401","0","0"
"9826","0","0"
"57111","0","0"
"60484","0","0"
"325","0","0"
"79368","0","0"
"50717","1","0"
"23208","0","0"
"3508","0","0"
"91703","0","0"
"222","0","0"
"9633","0","0"
"25974","0","0"
"1802","0","0"
"114034","1","0"
"4678","1","0"
"4595","0","0"
"56259","1","0"
"64900","0","0"
"140831","0","0"
"55544","1","1"
"128434","0","0"
"51526","1","1"
"10955","1","0"
"5509","0","0"
"29958","0","0"
"23743","0","0"
"8546","1","0"
"84327","0","0"
"10207","1","0"
"163782","0","0"
"27329","0","0"
"6860","0","0"
"8170","0","0"
"93611","0","0"
"79363","0","0"
"842","0","0"
"56923","0","0"
"51164","1","0"
"5145","0","0"
"51761","0","0"
"23281","0","0"
"9205","1","0"
"10208","1","1"
"64328","1","0"
"93492","0","0"
"51371","1","0"
"1024","0","0"
"241","0","0"
"10810","0","0"
"56163","0","0"
"2835","0","0"
"1131","0","0"
"4626","0","0"
"4628","0","0"
"10400","0","0"
"6341","0","0"
"23164","1","0"
"1116","0","0"
"4608","0","0"
"5287","0","0"
"25778","1","0"
"1118","0","0"
"254428","1","0"
"59352","0","0"
"9911","0","0"
"9201","0","0"
"8900","0","0"
"57511","0","0"
"23111","0","0"
"122042","0","0"
"94240","0","0"
"7223","0","0"
"10631","0","0"
"5994","0","0"
"7178","1","1"
"55425","0","0"
"161003","0","0"
"9365","0","0"
"5983","0","0"
"90627","0","0"
"8471","0","0"
"79710","0","0"
"84707","1","0"
"79589","0","0"
"54885","0","0"
"79921","0","0"
"55859","0","0"
"84923","0","0"
"201266","0","0"
"2048","0","0"
"10250","1","1"
"55643","0","0"
"84106","0","0"
"84787","0","0"
"84330","0","0"
"5158","0","0"
"23640","0","0"
"1455","1","0"
"84250","1","0"
"55748","1","0"
"28992","0","0"
"54663","1","0"
"85329","0","0"
"10313","1","0"
"5920","1","0"
"54979","0","0"
"4629","0","0"
"123811","0","0"
"84246","1","0"
"23037","0","0"
"22880","0","0"
"9215","0","0"
"653689","0","0"
"84700","0","0"
"66035","0","0"
"114904","0","0"
"728441","0","0"
"113828","0","0"
"284904","0","0"
"474344","0","0"
"55303","1","0"
"90956","0","0"
"23608","1","1"
"116988","0","0"
"84626","0","0"
"79970","0","0"
"57180","0","0"
"4922","0","0"
"694","1","1"
"84125","0","0"
"91298","0","0"
"79572","1","0"
"6441","0","0"
"84332","0","0"
"80195","0","0"
"83857","0","0"
"3845","1","0"
"10526","0","0"
"51520","1","0"
"11005","0","0"
"3612","0","0"
"85444","0","0"
"1875","0","0"
"759","0","0"
"29080","1","0"
"23075","0","0"
"406","1","1"
"10894","0","0"
"272","0","0"
"81846","0","0"
"9645","0","0"
"84953","0","0"
"22800","0","0"
"3295","0","0"
"196441","1","1"
"56154","0","0"
"51669","1","1"
"79845","0","0"
"78986","0","0"
"5977","1","0"
"4221","0","0"
"11161","1","0"
"145258","0","0"
"80017","0","0"
"57578","0","0"
"8650","0","0"
"79820","0","0"
"55237","0","0"
"51241","0","0"
"23508","0","0"
"10001","1","0"
"1965","1","0"
"8748","0","0"
"4017","0","0"
"55140","0","0"
"157310","0","0"
"27299","0","0"
"9811","0","0"
"83876","0","0"
"8932","1","0"
"51124","0","0"
"92259","0","0"
"891","0","0"
"1022","1","0"
"4064","0","0"
"3656","0","0"
"8536","0","0"
"25917","1","0"
"7428","1","0"
"8553","1","1"
"55207","1","0"
"9695","1","0"
"27255","0","0"
"10752","0","0"
"4212","0","0"
"89978","0","0"
"79768","0","0"
"56851","1","0"
"4308","0","0"
"2780","0","0"
"2944","0","0"
"55119","1","1"
"83998","0","0"
"10100","0","0"
"7252","0","0"
"2949","0","0"
"2947","0","0"
"148281","0","0"
"10451","1","0"
"27159","0","0"
"84722","0","0"
"3158","0","0"
"26191","1","0"
"6272","0","0"
"7482","0","0"
"5738","0","0"
"10542","1","0"
"11085","0","0"
"4853","0","0"
"80263","0","0"
"10390","1","0"
"9398","0","0"
"79679","0","0"
"4803","0","0"
"10717","1","0"
"8774","1","0"
"56907","0","0"
"51535","1","1"
"51303","1","0"
"377","0","0"
"79022","0","0"
"54407","1","1"
"51054","0","0"
"10971","1","1"
"57498","1","0"
"29841","0","0"
"9475","1","0"
"91543","0","0"
"4613","0","0"
"23175","1","1"
"129607","0","0"
"285148","0","0"
"3939","1","1"
"6289","0","0"
"63982","0","0"
"3572","1","1"
"10468","0","0"
"10877","0","0"
"89796","0","0"
"79577","1","0"
"10440","1","0"
"23418","0","0"
"81494","0","0"
"10595","0","0"
"6210","1","0"
"30062","0","0"
"4677","1","0"
"2922","0","0"
"57614","1","0"
"84893","0","0"
"84991","1","1"
"3559","0","0"
"54522","0","0"
"79746","0","0"
"3601","0","0"
"902","1","1"
"59340","0","0"
"85019","0","0"
"284252","0","0"
"91768","0","0"
"1794","1","1"
"2012","0","0"
"6660","0","0"
"85004","0","0"
"10599","0","0"
"3824","1","0"
"3821","0","0"
"80763","0","0"
"5555","0","0"
"4038","0","0"
"4607","0","0"
"1643","1","0"
"53","0","0"
"83844","0","0"
"8933","0","0"
"9363","0","0"
"6658","0","0"
"51634","0","0"
"51765","1","0"
"219595","0","0"
"143689","0","0"
"4544","0","0"
"9698","1","1"
"90853","0","0"
"8565","1","1"
"1912","1","0"
"55143","0","0"
"29889","1","0"
"192670","1","0"
"51361","0","0"
"1573","0","0"
"91408","0","0"
"23318","1","1"
"84950","1","0"
"1824","0","0"
"1830","0","0"
"51444","1","0"
"55250","1","1"
"1828","0","0"
"1825","0","0"
"1823","0","0"
"1837","0","0"
"80206","0","0"
"25941","1","0"
"747","0","0"
"29015","0","0"
"26519","0","0"
"2694","0","0"
"9704","0","0"
"187","0","0"
"9415","0","0"
"746","1","0"
"6947","0","0"
"27202","0","0"
"55858","0","0"
"9575","0","0"
"5156","0","0"
"87769","0","0"
"1284","0","0"
"9071","0","0"
"22873","0","0"
"337867","1","0"
"55082","1","1"
"54841","0","0"
"2073","1","0"
"7174","1","1"
"79070","0","0"
"79587","1","0"
"9743","0","0"
"3703","0","0"
"11095","0","0"
"56","0","0"
"2113","1","1"
"219855","0","0"
"152831","0","0"
"51014","0","0"
"324","1","0"
"9315","0","0"
"134430","1","0"
"26578","1","0"
"55312","0","0"
"29979","1","0"
"60560","1","0"
"55071","0","0"
"301","1","1"
"1514","0","0"
"23670","1","1"
"23287","1","1"
"51280","0","0"
"9413","0","0"
"29968","0","0"
"81689","1","0"
"8728","0","0"
"84868","0","0"
"79616","0","0"
"51347","1","1"
"84749","1","0"
"10993","0","0"
"4440","0","0"
"6927","0","0"
"23014","1","0"
"6926","0","0"
"8638","1","1"
"8739","0","0"
"84900","0","0"
"5025","1","0"
"92558","1","0"
"1840","0","0"
"10906","1","0"
"9988","1","0"
"4951","0","0"
"79161","1","0"
"57639","0","0"
"85025","0","0"
"948","0","0"
"79799","0","0"
"1447","0","0"
"54490","0","0"
"50640","1","1"
"29923","0","0"
"84691","0","0"
"60561","1","0"
"6733","1","0"
"375616","0","0"
"26136","1","0"
"29969","1","0"
"25821","0","0"
"577","0","0"
"22881","0","0"
"3351","0","0"
"80759","0","0"
"22832","0","0"
"10492","1","1"
"57231","1","0"
"4907","0","0"
"112609","0","0"
"2045","0","0"
"55122","1","0"
"23595","0","0"
"167691","0","0"
"6885","1","0"
"1081","0","0"
"84694","0","0"
"79899","1","0"
"4005","0","0"
"51317","1","0"
"55226","1","0"
"26298","0","0"
"2001","0","0"
"79056","0","0"
"4076","1","0"
"517","1","0"
"85406","0","0"
"967","1","0"
"5630","0","0"
"10677","0","0"
"269","0","0"
"90070","0","0"
"10220","0","0"
"27165","0","0"
"3679","0","0"
"9840","1","0"
"84070","0","0"
"5959","0","0"
"116986","0","0"
"2647","0","0"
"3891","0","0"
"1019","0","0"
"5502","0","0"
"10024","0","0"
"6302","0","0"
"2583","0","0"
"7024","0","0"
"93058","0","0"
"23017","0","0"
"9924","1","0"
"9700","0","0"
"85349","0","0"
"3855","0","0"
"84872","0","0"
"3178","1","1"
"91","0","0"
"10956","1","0"
"4284","0","0"
"23416","0","0"
"84946","1","0"
"9053","0","0"
"8763","1","1"
"246269","0","0"
"57224","0","0"
"54806","1","0"
"23493","0","0"
"5570","0","0"
"9038","0","0"
"4829","0","0"
"6610","0","0"
"64780","1","0"
"85021","1","0"
"8676","1","0"
"7006","0","0"
"84279","0","0"
"10505","0","0"
"10574","1","0"
"1961","0","0"
"26056","0","0"
"10322","0","0"
"8291","0","0"
"84865","0","0"
"2016","0","0"
"27345","0","0"
"9958","1","1"
"2799","0","0"
"1368","0","0"
"4193","1","0"
"79786","1","0"
"53630","0","0"
"10200","0","0"
"23563","0","0"
"9764","0","0"
"1783","1","0"
"55336","0","0"
"29109","0","0"
"92922","0","0"
"6553","0","0"
"183","0","0"
"80003","1","0"
"3775","0","0"
"9816","0","0"
"54583","1","0"
"10753","0","0"
"22796","1","0"
"23456","0","0"
"84284","0","0"
"27097","0","0"
"2752","1","0"
"10228","0","0"
"85397","0","0"
"6041","0","0"
"1660","1","1"
"57710","0","0"
"9857","1","1"
"80896","0","0"
"116496","1","0"
"5279","1","0"
"3915","0","0"
"149041","1","0"
"9290","0","0"
"3431","1","0"
"65080","1","0"
"1144","0","0"
"5077","0","0"
"55619","1","1"
"9654","0","0"
"57695","0","0"
"3357","0","0"
"81618","0","0"
"80704","0","0"
"5270","0","0"
"3300","0","0"
"80326","0","0"
"64114","1","0"
"1593","0","0"
"9470","1","0"
"80210","0","0"
"51719","1","0"
"1329","1","0"
"51455","1","0"
"80705","0","0"
"84804","0","0"
"55654","1","0"
"10913","0","0"
"9392","1","0"
"9648","1","1"
"64965","0","0"
"11250","0","0"
"79074","1","0"
"375248","1","0"
"26122","1","0"
"50649","0","0"
"23479","1","1"
"160428","0","0"
"55576","0","0"
"84101","0","0"
"55681","1","0"
"10970","0","0"
"10154","0","0"
"55198","1","0"
"11137","1","0"
"55332","0","0"
"23325","1","0"
"84102","0","0"
"50853","0","0"
"2317","1","0"
"4752","0","0"
"5100","0","0"
"51028","1","0"
"79621","1","0"
"26586","1","0"
"11061","0","0"
"9882","0","0"
"55901","0","0"
"79866","0","0"
"23143","0","0"
"8803","0","0"
"55213","0","0"
"29079","1","0"
"51131","1","0"
"83548","1","0"
"4008","0","0"
"8796","0","0"
"9445","1","1"
"10253","0","0"
"55270","1","0"
"1910","0","0"
"1102","0","0"
"3936","1","1"
"83852","0","0"
"9805","0","0"
"79020","0","0"
"64759","0","0"
"285955","0","0"
"55501","0","0"
"10643","0","0"
"10457","0","0"
"9771","0","0"
"5879","1","0"
"11014","1","0"
"11097","0","0"
"3569","0","0"
"55146","0","0"
"313","1","0"
"28969","1","0"
"1607","0","0"
"9238","1","0"
"54606","1","0"
"3364","1","0"
"23148","0","0"
"80099","0","0"
"28988","1","0"
"83605","1","0"
"64005","1","0"
"80727","0","0"
"221938","0","0"
"27141","0","0"
"91875","0","0"
"26257","0","0"
"7080","0","0"
"85446","0","0"
"10588","0","0"
"11173","0","0"
"58489","0","0"
"3658","1","0"
"57538","0","0"
"53346","0","0"
"10518","0","0"
"10241","1","0"
"55316","1","0"
"4836","1","0"
"84073","0","0"
"6426","1","0"
"7716","1","0"
"1101","0","0"
"51204","0","0"
"55852","0","0"
"10238","0","0"
"2689","0","0"
"1442","0","0"
"80774","1","0"
"83990","0","0"
"11143","1","0"
"64108","0","0"
"86","0","0"
"4711","0","0"
"57129","1","0"
"6434","1","1"
"6326","0","0"
"10716","0","0"
"64844","1","0"
"57471","1","0"
"11227","0","0"
"6332","0","0"
"10010","1","0"
"640","0","0"
"2626","0","0"
"6498","1","0"
"2058","1","0"
"3142","0","0"
"11311","0","0"
"3586","0","0"
"51133","0","0"
"26750","0","0"
"150472","0","0"
"56300","0","0"
"3557","0","0"
"27179","0","0"
"26525","0","0"
"27177","0","0"
"84639","0","0"
"55997","0","0"
"55627","1","0"
"55339","1","0"
"84317","1","0"
"79595","1","0"
"274","1","0"
"92856","1","0"
"9394","0","0"
"56886","1","0"
"2995","1","0"
"8027","1","0"
"2572","0","0"
"10006","1","1"
"10730","1","1"
"64215","1","0"
"25934","0","0"
"56262","1","0"
"1025","1","0"
"7295","0","0"
"4957","0","0"
"23392","1","0"
"27348","0","0"
"51759","1","1"
"10592","0","0"
"9314","0","0"
"1861","0","0"
"9649","0","0"
"64855","0","0"
"347168","0","0"
"286362","0","0"
"27090","0","0"
"7111","0","0"
"153090","0","0"
"6812","0","0"
"29988","0","0"
"23452","0","0"
"55755","1","0"
"7539","0","0"
"1318","0","0"
"1317","0","0"
"7099","0","0"
"7743","0","0"
"229","0","0"
"55014","0","0"
"9128","1","0"
"2356","1","0"
"10868","1","0"
"570","0","0"
"113220","0","0"
"9550","1","0"
"54881","1","0"
"84253","0","0"
"54534","0","0"
"8818","0","0"
"401551","0","0"
"158427","0","0"
"9568","0","0"
"55363","0","0"
"5695","1","0"
"2516","0","0"
"51531","1","0"
"10244","0","0"
"2800","0","0"
"7507","1","0"
"4686","1","0"
"10541","1","0"
"254973","0","0"
"5082","0","0"
"11224","1","0"
"1515","0","0"
"4010","0","0"
"81873","1","1"
"5168","0","0"
"79075","0","0"
"79139","1","1"
"4609","1","0"
"4856","0","0"
"90865","0","0"
"90871","0","0"
"26953","1","0"
"64425","0","0"
"9373","1","0"
"3590","1","0"
"55833","1","0"
"54840","0","0"
"152006","1","1"
"7094","1","1"
"6366","0","0"
"27240","0","0"
"3452","0","0"
"1761","0","0"
"25822","0","0"
"26206","0","0"
"11258","1","0"
"971","0","0"
"51754","0","0"
"9380","0","0"
"219","0","0"
"84681","0","0"
"84904","0","0"
"347252","0","0"
"55667","1","0"
"6194","1","1"
"10695","1","0"
"116113","0","0"
"51645","0","0"
"89953","0","0"
"63971","0","0"
"7746","0","0"
"5292","1","0"
"1041","0","0"
"2766","0","0"
"23070","0","0"
"7020","0","0"
"10864","0","0"
"25844","1","0"
"81853","0","0"
"55362","0","0"
"10817","0","0"
"93643","0","0"
"11131","0","0"
"27283","0","0"
"3062","0","0"
"9856","0","0"
"3662","1","0"
"63027","0","0"
"7280","0","0"
"55227","0","0"
"8521","0","0"
"2295","0","0"
"670","0","0"
"8737","1","0"
"347733","0","0"
"84300","0","0"
"3159","1","0"
"6941","0","0"
"10211","1","0"
"7726","1","0"
"8870","0","0"
"780","0","0"
"9656","1","0"
"84547","0","0"
"79969","0","0"
"4340","0","0"
"7172","0","0"
"89870","0","0"
"1208","0","0"
"255488","0","0"
"10107","0","0"
"11074","0","0"
"3134","1","0"
"11270","0","0"
"23787","1","0"
"57176","0","0"
"129685","0","0"
"51439","0","0"
"347744","0","0"
"9982","0","0"
"83888","1","1"
"132864","1","0"
"85462","0","0"
"7097","0","0"
"84709","0","0"
"83894","0","0"
"4647","0","0"
"9873","1","0"
"408","0","0"
"11309","0","0"
"5612","1","0"
"338699","0","0"
"10068","0","0"
"4926","1","0"
"60492","1","0"
"54843","1","0"
"27314","1","1"
"58487","1","0"
"2615","0","0"
"5547","0","0"
"79731","0","0"
"55298","0","0"
"29088","0","0"
"51050","0","0"
"7274","0","0"
"8836","0","0"
"81796","0","0"
"23213","0","0"
"96764","1","0"
"6386","1","1"
"4750","1","0"
"55601","0","0"
"54827","0","0"
"6653","1","1"
"56649","0","0"
"84811","0","0"
"7225","0","0"
"4316","0","0"
"9313","0","0"
"64066","0","0"
"85016","0","0"
"84259","0","0"
"10413","0","0"
"23650","0","0"
"2542","0","0"
"54766","0","0"
"25833","0","0"
"5962","0","0"
"5519","1","0"
"2230","1","0"
"64776","0","0"
"53826","0","0"
"57569","0","0"
"486","0","0"
"4322","0","0"
"84000","0","0"
"834","0","0"
"838","0","0"
"91801","0","0"
"5607","0","0"
"440279","0","0"
"58472","0","0"
"51496","1","0"
"79811","1","1"
"7057","0","0"
"23005","0","0"
"51203","0","0"
"51103","0","0"
"9493","0","0"
"22801","0","0"
"57082","0","0"
"55142","1","0"
"23168","1","0"
"56965","1","0"
"6176","1","1"
"54852","0","0"
"54839","0","0"
"27229","0","0"
"55177","1","0"
"3706","0","0"
"55075","0","0"
"4091","0","0"
"5330","1","0"
"80021","0","0"
"56924","0","0"
"106821730","0","0"
"102","1","0"
"53905","0","0"
"9153","0","0"
"64220","0","0"
"1588","0","0"
"54816","0","0"
"80031","0","0"
"10017","0","0"
"51187","1","0"
"51332","0","0"
"145781","0","0"
"2644","0","0"
"8412","0","0"
"723788","0","0"
"79739","0","0"
"54874","0","0"
"56267","0","0"
"2959","1","0"
"676","0","0"
"5876","1","1"
"10964","0","0"
"54810","0","0"
"9411","0","0"
"10561","0","0"
"204962","0","0"
"9635","0","0"
"58511","0","0"
"1629","0","0"
"8634","1","0"
"26160","0","0"
"85465","1","0"
"10669","0","0"
"3032","1","0"
"3795","0","0"
"109","0","0"
"5495","1","0"
"87178","0","0"
"51626","0","0"
"3973","0","0"
"80745","1","0"
"1545","0","0"
"391365","0","0"
"5861","1","0"
"10097","1","1"
"10113","0","0"
"8884","1","0"
"64240","0","0"
"9581","0","0"
"6519","0","0"
"11117","0","0"
"80204","1","0"
"6496","0","0"
"51374","1","0"
"79172","0","0"
"10128","1","0"
"57159","0","0"
"1838","0","0"
"10121","1","0"
"1559","0","0"
"79847","0","0"
"1558","0","0"
"26509","0","0"
"84171","0","0"
"57559","0","0"
"9023","0","0"
"10660","0","0"
"84896","1","0"
"118663","0","0"
"3832","0","0"
"50624","0","0"
"10579","0","0"
"1847","1","0"
"51063","0","0"
"403","0","0"
"55165","0","0"
"9585","1","1"
"953","0","0"
"54536","0","0"
"51196","0","0"
"5950","0","0"
"51163","1","0"
"23317","1","0"
"53836","0","0"
"310","1","1"
"317662","0","0"
"51008","0","0"
"84647","0","0"
"22891","0","0"
"170392","0","0"
"140766","0","0"
"6229","1","0"
"80312","0","0"
"1763","0","0"
"84665","0","0"
"316","0","0"
"471","0","0"
"50485","0","0"
"580","0","0"
"6775","1","1"
"2660","0","0"
"79800","0","0"
"54529","1","1"
"29081","0","0"
"6741","1","0"
"4664","0","0"
"65061","0","0"
"9360","1","1"
"79675","0","0"
"130752","0","0"
"57520","0","0"
"3417","0","0"
"29789","1","0"
"9541","1","1"
"6744","1","0"
"1134","0","0"
"150864","1","0"
"55759","0","0"
"10152","0","0"
"3685","0","0"
"30061","0","0"
"55032","0","0"
"84925","0","0"
"57337","1","0"
"9626","0","0"
"84692","0","0"
"10063","0","0"
"83666","1","0"
"55329","0","0"
"9101","1","0"
"9728","1","0"
"29766","1","0"
"112268148","1","0"
"84888","1","0"
"26035","0","0"
"90525","0","0"
"83464","0","0"
"81556","1","0"
"8483","0","0"
"54956","0","0"
"60490","0","0"
"10021","0","0"
"8482","0","0"
"84993","1","0"
"83478","0","0"
"10144","0","0"
"8916","1","0"
"55008","0","0"
"51191","1","0"
"57575","0","0"
"64579","0","0"
"55345","0","0"
"55435","0","0"
"51138","1","0"
"3184","1","1"
"5593","0","0"
"153020","1","0"
"22872","1","1"
"2250","0","0"
"84803","0","0"
"59067","0","0"
"2247","0","0"
"55212","0","0"
"84162","1","1"
"658","0","0"
"5910","1","0"
"55132","0","0"
"22915","0","0"
"8654","0","0"
"11107","0","0"
"7222","0","0"
"27163","1","0"
"53371","1","0"
"4283","0","0"
"55589","0","0"
"9908","1","1"
"55752","1","0"
"80144","0","0"
"950","0","0"
"901","0","0"
"246175","1","1"
"8615","0","0"
"8999","0","0"
"57619","0","0"
"306","0","0"
"27068","1","0"
"1062","0","0"
"79807","0","0"
"57117","1","0"
"2028","0","0"
"839","0","0"
"51176","1","0"
"3033","0","0"
"1950","0","0"
"9061","0","0"
"10427","1","1"
"84103","0","0"
"5530","0","0"
"64116","1","0"
"4547","0","0"
"2201","0","0"
"23162","1","0"
"5998","0","0"
"83606","1","0"
"164714","0","0"
"91445","0","0"
"85352","0","0"
"64098","1","0"
"283358","0","0"
"5149","0","0"
"121506","1","0"
"2120","0","0"
"23710","1","1"
