N_unmapped	171196	171196	171196
N_multimapping	460491	460491	460491
N_noFeature	1105838	3264448	3283715
N_ambiguous	475730	109870	104791
ENSG00000186827	20	12	8
ENSG00000186891	35	22	13
ENSG00000160072	43	14	29
ENSG00000260179	0	0	0
ENSG00000234396	0	0	0
ENSG00000225972	1	0	1
ENSG00000224315	0	0	0
ENSG00000198744	0	0	0
ENSG00000279928	0	0	0
ENSG00000228037	1	0	1
ENSG00000142611	1	0	1
ENSG00000225630	39	31	8
ENSG00000131584	56	32	31
ENSG00000227589	0	0	0
ENSG00000237402	0	0	0
ENSG00000284616	0	0	0
ENSG00000169972	18	17	12
ENSG00000157911	22	15	17
ENSG00000269896	0	0	0
ENSG00000237973	6	3	7
ENSG00000224051	118	64	54
ENSG00000228463	0	0	0
ENSG00000260972	1	0	1
ENSG00000157933	10	7	3
ENSG00000162591	17	10	7
ENSG00000224340	0	0	0
ENSG00000270035	0	0	0
ENSG00000169962	1	0	1
ENSG00000226545	1	1	0
ENSG00000233653	0	0	0
ENSG00000268663	0	0	0
ENSG00000226374	1	0	1
ENSG00000116285	65	32	33
ENSG00000229280	0	0	0
ENSG00000142655	35	18	27
ENSG00000232596	1	1	0
ENSG00000235054	0	0	0
ENSG00000232663	1	1	0
ENSG00000284646	0	0	0
ENSG00000240409	0	0	0
ENSG00000229344	1	0	1
ENSG00000231510	0	0	0
ENSG00000149527	7	4	3
ENSG00000284739	0	0	0
ENSG00000171621	486	227	259
ENSG00000272235	1	0	1
ENSG00000236679	0	0	0
ENSG00000284694	1	0	1
ENSG00000162441	38	18	20
ENSG00000230021	0	0	6
ENSG00000271264	0	0	0
ENSG00000287356	1	1	0
ENSG00000224387	0	0	0
ENSG00000285629	0	0	0
ENSG00000173673	0	0	0
ENSG00000227372	31	16	18
ENSG00000142583	31	14	17
ENSG00000223663	0	0	0
ENSG00000284674	3	0	3
ENSG00000272161	0	0	0
ENSG00000237094	1	1	0
ENSG00000224338	0	0	0
ENSG00000074800	6863	3422	3442
ENSG00000116786	747	400	409
ENSG00000287727	1	0	1
ENSG00000176022	88	46	42
ENSG00000223989	0	1	0
ENSG00000228423	0	0	0
ENSG00000286448	1	1	0
ENSG00000162496	35	17	18
ENSG00000237365	0	0	0
ENSG00000131686	3	1	2
ENSG00000229305	0	0	0
ENSG00000284703	0	0	0
ENSG00000226457	0	0	0
ENSG00000162494	4	2	2
ENSG00000173614	41	20	21
ENSG00000248527	165	98	67
ENSG00000237728	0	0	0
ENSG00000215720	2	2	0
ENSG00000279804	0	0	0
ENSG00000241326	0	0	0
ENSG00000285701	0	0	0
ENSG00000233623	0	0	0
ENSG00000162592	3	3	2
ENSG00000116254	6	4	2
ENSG00000049245	517	243	274
ENSG00000179743	7	2	13
ENSG00000233645	0	0	0
ENSG00000234064	0	0	0
ENSG00000204624	6	4	3
ENSG00000284708	2	1	1
ENSG00000171603	114	57	58
ENSG00000280113	1	1	0
ENSG00000142606	5	18	28
ENSG00000235146	0	0	0
ENSG00000162572	7	4	3
ENSG00000225931	0	0	0
ENSG00000236601	0	0	0
ENSG00000171729	208	103	110
ENSG00000228150	0	0	0
ENSG00000175262	2	1	1
ENSG00000279457	0	0	0
ENSG00000162571	0	0	0
ENSG00000231181	0	0	0
ENSG00000238173	0	0	0
ENSG00000158109	81	42	39
ENSG00000229393	0	0	0
ENSG00000269978	0	0	0
ENSG00000037637	279	144	135
ENSG00000184163	2	1	1
ENSG00000287586	2	1	1
ENSG00000159423	98	64	34
ENSG00000142599	81	46	35
ENSG00000227169	0	0	0
ENSG00000283356	0	0	0
ENSG00000011021	69	35	36
ENSG00000272482	0	0	0
ENSG00000284747	6	2	4
ENSG00000215912	4	2	2
ENSG00000120952	0	0	0
ENSG00000243073	0	0	0
ENSG00000142615	1	0	1
ENSG00000215704	2	2	0
ENSG00000065526	345	178	175
ENSG00000157916	461	222	249
ENSG00000157881	115	60	55
ENSG00000116213	145	72	73
ENSG00000283611	1	0	1
ENSG00000238290	0	0	0
ENSG00000225387	0	0	0
ENSG00000048707	72	31	41
ENSG00000158748	3	3	0
ENSG00000235643	2	1	1
ENSG00000225196	0	0	0
ENSG00000130762	3	2	1
ENSG00000162444	0	0	0
ENSG00000279169	0	0	0
ENSG00000279625	1	1	0
ENSG00000180758	213	102	111
ENSG00000231219	0	0	0
ENSG00000184677	139	61	78
ENSG00000230679	1	1	1
ENSG00000270136	0	0	0
ENSG00000132879	38	25	16
ENSG00000187545	0	0	0
ENSG00000288398	7	5	2
ENSG00000224621	0	0	0
ENSG00000239810	0	0	0
ENSG00000285833	0	0	1
ENSG00000116721	0	0	0
ENSG00000215785	0	0	0
ENSG00000131697	19	12	7
ENSG00000284692	0	0	0
ENSG00000284745	7	3	4
ENSG00000225952	1	0	1
ENSG00000280222	4	4	0
ENSG00000188807	12	7	5
ENSG00000227634	3	3	0
ENSG00000198793	174	102	74
ENSG00000078900	2	0	3
ENSG00000285945	0	0	0
ENSG00000171819	2	2	0
ENSG00000229162	0	0	0
ENSG00000197921	2	1	1
ENSG00000233755	1	1	0
ENSG00000116288	203	104	99
ENSG00000238164	10	15	47
ENSG00000233929	14	3	11
ENSG00000271742	0	0	0
ENSG00000226396	0	0	0
ENSG00000232423	1	1	0
ENSG00000229247	0	0	0
ENSG00000169504	901	434	467
ENSG00000224311	0	0	0
ENSG00000225159	1	1	0
ENSG00000272088	0	0	0
ENSG00000228338	0	0	0
ENSG00000181773	1	0	1
ENSG00000241547	0	0	0
ENSG00000224129	0	0	0
ENSG00000234166	0	1	0
ENSG00000237436	2	0	2
ENSG00000233954	3	1	2
ENSG00000174950	0	0	0
ENSG00000235282	1	1	0
ENSG00000055070	229	186	174
ENSG00000175087	13	4	9
ENSG00000171735	46	16	30
ENSG00000157191	886	451	435
ENSG00000284699	1	1	0
ENSG00000229985	3	3	0
ENSG00000230035	0	0	0
ENSG00000235185	0	0	0
ENSG00000236782	0	4	9
ENSG00000116663	1052	505	547
ENSG00000225643	1	1	0
ENSG00000284666	0	0	0
ENSG00000243659	0	0	0
ENSG00000228943	1	1	0
ENSG00000232848	2	1	1
ENSG00000234397	1	0	1
ENSG00000284309	0	0	0
ENSG00000269925	3	2	1
ENSG00000162511	6974	4278	4398
ENSG00000158014	6	3	3
ENSG00000204138	380	189	191
ENSG00000233419	0	0	0
ENSG00000235263	0	0	0
ENSG00000228176	0	0	0
ENSG00000231251	0	0	0
ENSG00000142675	6	2	4
ENSG00000197245	1	1	0
ENSG00000231949	0	0	0
ENSG00000261025	2	2	0
ENSG00000116237	131	69	71
ENSG00000158195	453	235	218
ENSG00000130772	28	8	20
ENSG00000215899	0	0	0
ENSG00000237429	0	0	0
ENSG00000271398	0	0	0
ENSG00000225011	1	1	0
ENSG00000240731	0	0	0
ENSG00000235069	0	0	0
ENSG00000284676	0	0	0
ENSG00000237058	0	0	0
ENSG00000233399	1	0	1
ENSG00000090020	137	61	76
ENSG00000225990	0	0	0
ENSG00000157978	79	43	36
ENSG00000226944	0	0	0
ENSG00000270282	0	0	0
ENSG00000130770	113	59	54
ENSG00000235131	0	0	0
ENSG00000229044	0	15	3
ENSG00000162512	38	19	19
ENSG00000179840	1	0	1
ENSG00000272449	4	1	3
ENSG00000214973	3	3	0
ENSG00000158006	81	41	40
ENSG00000214812	1	1	0
ENSG00000142784	42	25	17
ENSG00000227950	0	0	0
ENSG00000126698	487	238	249
ENSG00000229447	0	0	0
ENSG00000229607	0	0	0
ENSG00000229994	0	0	0
ENSG00000130766	502	266	236
ENSG00000168528	215	99	116
ENSG00000196581	6	4	2
ENSG00000169403	2247	1121	1126
ENSG00000117676	714	368	346
ENSG00000225126	0	0	0
ENSG00000084628	4	1	3
ENSG00000060688	131	63	68
ENSG00000236335	1	0	1
ENSG00000171612	34	17	17
ENSG00000241169	1	1	0
ENSG00000227001	1	0	1
ENSG00000270927	0	0	0
ENSG00000162458	13	7	6
ENSG00000188910	2	1	1
ENSG00000230523	0	0	0
ENSG00000186056	1	1	1
ENSG00000116138	72	34	42
ENSG00000231207	1	1	0
ENSG00000142765	2	1	1
ENSG00000158161	89	44	45
ENSG00000270330	0	0	0
ENSG00000142684	0	9	4
ENSG00000234619	1	1	0
ENSG00000121769	11	7	4
ENSG00000157330	3	1	2
ENSG00000142627	6	1	5
ENSG00000284668	1	0	1
ENSG00000233234	0	0	0
ENSG00000142632	7	4	4
ENSG00000234593	0	0	0
ENSG00000162490	12	6	6
ENSG00000158292	11	4	7
ENSG00000270605	1	1	0
ENSG00000238199	0	0	0
ENSG00000142733	22	12	10
ENSG00000189337	2	3	2
ENSG00000270601	0	0	0
ENSG00000233268	0	0	0
ENSG00000232912	2	1	1
ENSG00000235084	5	2	3
ENSG00000235143	0	0	0
ENSG00000225478	0	0	0
ENSG00000225077	1	4	6
ENSG00000028137	4934	2488	2446
ENSG00000223944	1	0	1
ENSG00000238249	0	0	0
ENSG00000187952	0	0	0
ENSG00000237938	2	36	27
ENSG00000227409	0	6	7
ENSG00000204464	0	0	0
ENSG00000233372	0	0	0
ENSG00000162460	1	1	0
ENSG00000283259	1	0	1
ENSG00000142687	307	155	153
ENSG00000284543	5	3	2
ENSG00000226166	0	0	0
ENSG00000130939	43	27	16
ENSG00000236216	1	0	1
ENSG00000175147	13	8	13
ENSG00000236266	0	2	0
ENSG00000127472	0	0	0
ENSG00000231103	0	0	0
ENSG00000060656	12	4	8
