## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE results/homo_sapiens/naiveB/naiveB/picard/hist/naiveB_S2R1_insert_size_histo.pdf --MINIMUM_PCT 0.05 --INPUT results/homo_sapiens/naiveB/naiveB/align/S2R1/naiveB_S2R1.bam --OUTPUT results/homo_sapiens/naiveB/naiveB/picard/insert/naiveB_S2R1_insert_size.txt --VERBOSITY WARNING --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --INCLUDE_DUPLICATES false --ASSUME_SORTED true --STOP_AFTER 0 --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Feb 09 16:51:42 CST 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
278	229	104	16	1222233	301.719359	218.799078	14826165	FR	37	75	115	157	209	281	447	2419	8055	17269	81109			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
211	50773
212	51298
213	51015
214	51023
215	51870
216	51803
217	52264
218	52119
219	52378
220	51650
221	52178
222	52276
223	51932
224	51987
225	51832
226	51686
227	52600
228	52115
229	52828
230	52001
231	51744
232	51526
233	51706
234	51857
235	52365
236	51549
237	51914
238	51114
239	51213
240	51658
241	51050
242	50738
243	50247
244	50599
245	50858
246	50421
247	49592
248	49283
249	49704
250	49116
251	48995
252	48855
253	49244
254	48977
255	47946
256	47554
257	46995
258	47573
259	47055
260	46852
261	46755
262	45788
263	46209
264	45473
265	45037
266	44396
267	43913
268	44241
269	44045
270	43598
271	43245
272	42224
273	42329
274	41965
275	41529
276	41378
277	40755
278	40681
279	40223
280	40114
281	39477
282	39622
283	38444
284	38275
285	37969
286	37670
287	37489
288	36760
289	36593
290	36022
291	35870
292	35089
293	34538
294	34897
295	33967
296	34036
297	33419
298	33417
299	33249
300	32739
301	32062
302	32013
303	31372
304	31284
305	30707
306	30182
307	29320
308	30515
309	29388
310	29104
311	28304
312	28461
313	27989
314	27685
315	26833
316	26481
317	26119
318	26328
319	25582
320	25457
321	24467
322	24576
323	24641
324	23898
325	23832
326	23044
327	22862
328	23007
329	21915
330	22666
331	21511
332	21502
333	21516
334	20381
335	21119
336	20158
337	19612
338	20098
339	19221
340	19234
341	18863
342	18973
343	18218
344	17879
345	17994
346	17842
347	17257
348	17305
349	16513
350	16550
351	17277
352	16056
353	16389
354	15637
355	15631
356	15141
357	15089
358	14666
359	14441
360	14474
361	15476
362	14208
363	13712
364	13750
365	13111
366	13222
367	12589
368	12613
369	12379
370	12434
371	11820
372	12244
373	11537
374	11426
375	11497
376	11046
377	11043
378	10686
379	10756
380	10893
381	10019
382	10612
383	9895
384	9977
385	9838
386	9412
387	9362
388	9166
389	9258
390	9211
391	9056
392	9053
393	8526
394	8482
395	8501
396	8328
397	8349
398	8203
399	8074
400	7915
401	8291
402	7878
403	7403
404	7586
405	7205
406	7329
407	7411
408	7097
409	7544
410	7192
411	7033
412	6899
413	6632
414	6614
415	6569
416	6611
417	6106
418	6101
419	6247
420	6371
421	5977
422	6051
423	5803
424	5965
425	5786
426	5481
427	5730
428	5503
429	5529
430	5444
431	5348
432	5195
433	5202
434	5123
435	5269
436	4923
437	4929
438	4878
439	4787
440	4749
441	4611
442	4612
443	4901
444	4406
445	4856
446	4517
447	4514
448	4566
449	4225
450	4254
451	4322
452	4120
453	4374
454	4118
455	4137
456	4108
457	4075
458	4056
459	4228
460	3727
461	3854
462	3776
463	3852
464	3918
465	3782
466	3795
467	3640
468	3780
469	3758
470	3508
471	3735
472	3421
473	3663
474	3575
475	3456
476	3475
477	3354
478	3445
479	3324
480	3189
481	3430
482	3502
483	3329
484	3125
485	3291
486	3304
487	3189
488	3216
489	3168
490	3106
491	3105
492	2978
493	2990
494	2829
495	3122
496	2995
497	3019
498	2991
499	2918
500	2859
501	3048
502	2914
503	2864
504	2913
505	2859
506	2888
507	2861
508	2896
509	2752
510	2830
511	2839
512	2763
513	2931
514	2521
515	2958
516	2755
517	2741
518	2684
519	2498
520	2658
521	2728
522	2696
523	2643
524	2551
525	2655
526	2643
527	2570
528	2549
529	2449
530	2572
531	2513
532	2525
533	2480
534	2520
535	2400
536	2525
537	2297
538	2398
539	2316
540	2378
541	2681
542	2408
543	2365
544	2312
545	2499
546	2467
547	2459
548	2270
549	2297
550	2268
551	2273
552	2265
553	2376
554	2360
555	2266
556	2337
557	2262
558	2205
559	2265
560	2250
561	2126
562	2262
563	2169
564	2218
565	2142
566	2189
567	2103
568	2029
569	2158
570	2260
571	2192
572	2166
573	1969
574	2248
575	2252
576	2157
577	2163
578	2196
579	2134
580	2151
581	2213
582	2047
583	2090
584	2107
585	2132
586	2079
587	2191
588	2083
589	2119
590	2131
591	1983
592	2121
593	1925
594	1969
595	2111
596	2006
597	2183
598	2033
599	2057
600	2028
601	2082
602	2045
603	1937
604	2121
605	1941
606	1900
607	1913
608	2028
609	1998
610	1882
611	1938
612	1926
613	1959
614	1896
615	1886
616	1735
617	1927
618	1910
619	1915
620	1831
621	1863
622	1858
623	1886
624	1904
625	1870
626	1797
627	1884
628	1718
629	1796
630	1791
631	1757
632	1814
633	1686
634	1816
635	1816
636	1754
637	1814
638	1789
639	1838
640	1750
641	1794
642	1771
643	1684
644	1743
645	1800
646	1770
647	1808
648	1715
649	1765
650	1752
651	1783
652	1767
653	1730
654	1787
655	1802
656	1779
657	1640
658	1794
659	1716
660	1797
661	1817
662	1746
663	1886
664	1768
665	1822
666	1681
667	1722
668	1891
669	1802
670	1689
671	1674
672	1700
673	1828
674	1809
675	1747
676	1811
677	1653
678	1771
679	1652
680	1806
681	1720
682	1669
683	1665
684	1648
685	1704
686	1749
687	1545
688	1707
689	1776
690	1773
691	1798
692	1770
693	1602
694	1697
695	1600
696	1686
697	1723
698	1694
699	1691
700	1729
701	1685
702	1636
703	1708
704	1659
705	1636
706	1633
707	1614
708	1640
709	1788
710	1665
711	1627
712	1711
713	1694
714	1684
715	1727
716	1689
717	1644
718	1608
719	1703
720	1574
721	1642
722	1652
723	1640
724	1753
725	1481
726	1634
727	1600
728	1586
729	1720
730	1799
731	1643
732	1664
733	1520
734	1731
735	1694
736	1752
737	1687
738	1569
739	1684
740	1656
741	1661
742	1582
743	1636
744	1637
745	1735
746	1629
747	1773
748	1643
749	1635
750	1617
751	1569
752	1629
753	1638
754	1606
755	1716
756	1576
757	1691
758	1530
759	1525
760	1622
761	1564
762	1552
763	1587
764	1466
765	1658
766	1543
767	1683
768	1600
769	1551
770	1538
771	1620
772	1674
773	1640
774	1494
775	1569
776	1510
777	1608
778	1444
779	1539
780	1544
781	1486
782	1546
783	1553
784	1574
785	1497
786	1555
787	1452
788	1564
789	1482
790	1527
791	1478
792	1425
793	1521
794	1484
795	1565
796	1520
797	1575
798	1468
799	1469
800	1535
801	1406
802	1451
803	1525
804	1543
805	1373
806	1480
807	1468
808	1463
809	1372
810	1531
811	1421
812	1482
813	1634
814	1399
815	1419
816	1388
817	1455
818	1511
819	1415
820	1418
821	1408
822	1408
823	1365
824	1446
825	1443
826	1467
827	1381
828	1391
829	1444
830	1442
831	1405
832	1360
833	1325
834	1413
835	1401
836	1336
837	1340
838	1337
839	1388
840	1393
841	1439
842	1312
843	1345
844	1403
845	1418
846	1391
847	1370
848	1291
849	1403
850	1355
851	1443
852	1401
853	1360
854	1395
855	1379
856	1421
857	1360
858	1381
859	1359
860	1368
861	1346
862	1368
863	1249
864	1530
865	1344
866	1414
867	1371
868	1366
869	1418
870	1422
871	1395
872	1390
873	1385
874	1418
875	1452
876	1429
877	1352
878	1378
879	1415
880	1436
881	1408
882	1400
883	1383
884	1460
885	1278
886	1329
887	1372
888	1329
889	1436
890	1389
891	1279
892	1506
893	1370
894	1412
895	1411
896	1309
897	1398
898	1326
899	1381
900	1357
901	1329
902	1345
903	1318
904	1399
905	1382
906	1382
907	1324
908	1328
909	1393
910	1411
911	1443
912	1474
913	1385
914	1421
915	1463
916	1395
917	1490
918	1397
919	1540
920	1425
921	1426
922	1453
923	1433
924	1271
925	1458
926	1304
927	1526
928	1408
929	1383
930	1441
931	1281
932	1540
933	1336
934	1365
935	1428
936	1385
937	1404
938	1443
939	1276
940	1344
941	1339
942	1489
943	1408
944	1401
945	1403
946	1405
947	1394
948	1391
949	1497
950	1420
951	1430
952	1385
953	1418
954	1416
955	1366
956	1381
957	1358
958	1385
959	1359
960	1422
961	1441
962	1437
963	1393
964	1355
965	1331
966	1424
967	1446
968	1436
969	1380
970	1421
971	1395
972	1463
973	1345
974	1453
975	1377
976	1346
977	1357
978	1403
979	1467
980	1428
981	1388
982	1378
983	1411
984	1427
985	1344
986	1363
987	1477
988	1318
989	1490
990	1548
991	1399
992	1443
993	1486
994	1540
995	1388
996	1494
997	1429
998	1420
999	1475
1000	1394
1001	1366
1002	1407
1003	1423
1004	1473
1005	1384
1006	1410
1007	1390
1008	1382
1009	1436
1010	1318
1011	1458
1012	1416
1013	1524
1014	1422
1015	1388
1016	1387
1017	1514
1018	1468
1019	1485
1020	1399
1021	1340
1022	1339
1023	1471
1024	1650
1025	1357
1026	1341
1027	1475
1028	1329
1029	1525
1030	1295
1031	1359
1032	1408
1033	1351
1034	1415
1035	1440
1036	1373
1037	1428
1038	1392
1039	1313
1040	1464
1041	1350
1042	1434
1043	1317
1044	1363
1045	1319
1046	1151
1047	1322
1048	1365
1049	1258
1050	1434
1051	1346
1052	1520
1053	1286
1054	1299
1055	1268
1056	1259
1057	1373
1058	1256
1059	1450
1060	1407
1061	1342
1062	1514
1063	1263
1064	1404
1065	1475
1066	1447
1067	1331
1068	1297
1069	1273
1070	1444
1071	1329
1072	1377
1073	1427
1074	1394
1075	1333
1076	1304
1077	1352
1078	1404
1079	1436
1080	1229
1081	1388
1082	1291
1083	1418
1084	1424
1085	1290
1086	1382
1087	1239
1088	1407
1089	1426
1090	1285
1091	1408
1092	1233
1093	1351
1094	1419
1095	1330
1096	1396
1097	1399
1098	1379
1099	1313
1100	1387
1101	1349
1102	1248
1103	1576
1104	1247
1105	1259
1106	1394
1107	1218
1108	1301
1109	1180
1110	1393
1111	1302
1112	1435
1113	1333
1114	1343
1115	1168
1116	1291
1117	1333
1118	1351
1119	1210
1120	1501
1121	1335
1122	1247
1123	1353
1124	1239
1125	1193
1126	1187
1127	1239
1128	1304
1129	1226
1130	1337
1131	1345
1132	1193
1133	1113
1134	1195
1135	1196
1136	1217
1137	1120
1138	1225
1139	1226
1140	1205
1141	1019
1142	1141
1143	1213
1144	1147
1145	1148
1146	1218
1147	1155
1148	1098
1149	1135
1150	1107
1151	1210
1152	1038
1153	1058
1154	1081
1155	1158
1156	1268
1157	1129
1158	1003
1159	979
1160	1139
1161	1063
1162	1084
1163	1103
1164	1131
1165	1090
1166	1154
1167	1052
1168	1053
1169	1019
1170	975
1171	1009
1172	1068
1173	970
1174	964
1175	1115
1176	1039
1177	1047
1178	1097
1179	1039
1180	998
1181	1063
1182	1092
1183	1009
1184	1039
1185	1020
1186	1166
1187	1173
1188	1021
1189	1035
1190	1016
1191	962
1192	1079
1193	993
1194	997
1195	959
1196	987
1197	1173
1198	1098
1199	1002
1200	1023
1201	1005
1202	1172
1203	1106
1204	1025
1205	914
1206	1032
1207	1026
1208	1048
1209	959
1210	945
1211	1142
1212	1056
1213	1136
1214	1032
1215	1020
1216	997
1217	1012
1218	952
1219	990
1220	1023
1221	1004
1222	964
1223	1086
1224	1040
1225	1081
1226	969
1227	995
1228	1138
1229	992
1230	1050
1231	995
1232	1001
1233	995
1234	981
1235	1018
1236	1030
1237	992
1238	1054
1239	1017
1240	1003
1241	918
1242	997
1243	955
1244	873
1245	961
1246	871
1247	996
1248	963
1249	969
1250	977
1251	860
1252	1003
1253	1023
1254	975
1255	1045
1256	919
1257	906
1258	949
1259	980
1260	1096
1261	1026
1262	1045
1263	1033
1264	1001
1265	967
1266	1017
1267	985
1268	988
1269	1012
1270	1001
1271	987
1272	1030
1273	1035
1274	1043
1275	923
1276	986
1277	986
1278	936
1279	937
1280	884
1281	1000
1282	1042
1283	1029
1284	922
1285	961
1286	932
1287	996
1288	961
1289	1033
1290	1016
1291	989
1292	1010
1293	987
1294	995
1295	1066
1296	991
1297	919
1298	1049
1299	954
1300	928
1301	1027
1302	947
1303	1020
1304	980
1305	983
1306	983
1307	939
1308	980
1309	1055
1310	1025
1311	972
1312	1000
1313	1017
1314	1013
1315	970
1316	979
1317	988
1318	973

