## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE results/homo_sapiens/naiveB/naiveB/picard/hist/naiveB_S2R3_insert_size_histo.pdf --MINIMUM_PCT 0.05 --INPUT results/homo_sapiens/naiveB/naiveB/align/S2R3/naiveB_S2R3.bam --OUTPUT results/homo_sapiens/naiveB/naiveB/picard/insert/naiveB_S2R3_insert_size.txt --VERBOSITY WARNING --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --INCLUDE_DUPLICATES false --ASSUME_SORTED true --STOP_AFTER 0 --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Feb 09 16:21:14 CST 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
261	229	85	15	1222225	267.878607	162.75174	18640222	FR	31	61	93	129	171	227	319	1333	6541	15187	72395			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
303	41301
304	41334
305	39640
306	39490
307	38982
308	39871
309	38419
310	38346
311	36604
312	36608
313	36466
314	35987
315	35202
316	33927
317	33443
318	34437
319	33036
320	33282
321	31830
322	31496
323	31905
324	30692
325	30418
326	29294
327	29395
328	29594
329	28249
330	29087
331	26926
332	27030
333	27581
334	26295
335	26945
336	25730
337	25040
338	25156
339	24517
340	24808
341	23646
342	23920
343	23836
344	22799
345	22407
346	22178
347	21777
348	21654
349	20686
350	21058
351	21490
352	19753
353	20232
354	19422
355	19038
356	18830
357	18422
358	18239
359	17922
360	17483
361	18578
362	17136
363	16562
364	16411
365	15995
366	16005
367	15681
368	15257
369	14834
370	14950
371	14371
372	14495
373	14150
374	13789
375	13399
376	13379
377	13097
378	13026
379	12480
380	12728
381	12267
382	12477
383	11918
384	11450
385	11846
386	11240
387	11272
388	10898
389	10921
390	10684
391	10528
392	10532
393	9994
394	9989
395	9890
396	9954
397	9721
398	9588
399	9161
400	9156
401	9438
402	8976
403	8515
404	8611
405	8546
406	8309
407	8519
408	7853
409	8401
410	7991
411	8052
412	8029
413	7155
414	7673
415	7384
416	7383
417	7185
418	6905
419	6986
420	7152
421	6756
422	6666
423	6573
424	6504
425	6706
426	6273
427	6353
428	6224
429	6180
430	5950
431	5775
432	5868
433	5721
434	5771
435	5487
436	5301
437	5413
438	5471
439	5349
440	5342
441	5048
442	5010
443	5219
444	4922
445	5098
446	4818
447	4873
448	4727
449	4515
450	4476
451	4564
452	4496
453	4536
454	4429
455	4545
456	4432
457	4395
458	4265
459	4367
460	3941
461	4187
462	4160
463	4115
464	4044
465	3913
466	4165
467	3896
468	3981
469	4083
470	3604
471	3682
472	3784
473	3901
474	3630
475	3600
476	3532
477	3557
478	3589
479	3580
480	3504
481	3732
482	3424
483	3517
484	3287
485	3387
486	3204
487	3222
488	3317
489	3189
490	3227
491	3253
492	3078
493	3073
494	3043
495	3110
496	3076
497	3202
498	2949
499	3037
500	2940
501	3093
502	2868
503	2920
504	2850
505	2952
506	2864
507	2765
508	2713
509	2734
510	2910
511	2740
512	2864
513	2678
514	2613
515	2836
516	2808
517	2754
518	2659
519	2505
520	2559
521	2634
522	2645
523	2499
524	2632
525	2639
526	2539
527	2511
528	2615
529	2496
530	2647
531	2554
532	2599
533	2542
534	2446
535	2363
536	2480
537	2376
538	2294
539	2432
540	2407
541	2596
542	2445
543	2336
544	2294
545	2437
546	2483
547	2446
548	2232
549	2280
550	2258
551	2352
552	2279
553	2335
554	2331
555	2201
556	2339
557	2313
558	2202
559	2239
560	2248
561	2199
562	2205
563	2104
564	2205
565	2134
566	2141
567	2285
568	2054
569	2127
570	2213
571	2157
572	2223
573	2163
574	2321
575	2243
576	2131
577	2039
578	2179
579	2143
580	2197
581	2060
582	2055
583	2089
584	2106
585	1970
586	2044
587	2148
588	2053
589	2009
590	2062
591	1932
592	2009
593	1976
594	2053
595	1971
596	2038
597	2117
598	1983
599	2060
600	1873
601	1975
602	2070
603	2031
604	2000
605	1941
606	1931
607	1816
608	1932
609	1912
610	1885
611	1818
612	1861
613	1864
614	1757
615	1948
616	1886
617	1863
618	2000
619	1805
620	1968
621	1860
622	1891
623	1693
624	1715
625	1783
626	1901
627	1814
628	1822
629	1812
630	1847
631	1754
632	1790
633	1807
634	1696
635	1747
636	1669
637	1770
638	1620
639	1788
640	1819
641	1660
642	1818
643	1730
644	1844
645	1794
646	1856
647	1796
648	1719
649	1799
650	1784
651	1776
652	1622
653	1658
654	1684
655	1848
656	1728
657	1791
658	1785
659	1719
660	1812
661	1840
662	1848
663	1817
664	1837
665	1718
666	1744
667	1758
668	1759
669	1656
670	1703
671	1787
672	1691
673	1797
674	1690
675	1731
676	1768
677	1575
678	1658
679	1730
680	1857
681	1839
682	1765
683	1721
684	1780
685	1692
686	1742
687	1657
688	1589
689	1722
690	1739
691	1761
692	1660
693	1810
694	1781
695	1650
696	1667
697	1608
698	1700
699	1751
700	1672
701	1710
702	1550
703	1673
704	1587
705	1625
706	1569
707	1668
708	1653
709	1739
710	1631
711	1672
712	1635
713	1692
714	1592
715	1708
716	1622
717	1658
718	1641
719	1543
720	1667
721	1588
722	1672
723	1750
724	1723
725	1550
726	1726
727	1697
728	1711
729	1732
730	1710
731	1694
732	1693
733	1546
734	1811
735	1556
736	1815
737	1620
738	1609
739	1643
740	1672
741	1617
742	1646
743	1623
744	1511
745	1648
746	1593
747	1767
748	1564
749	1609
750	1638
751	1590
752	1663
753	1633
754	1511
755	1692
756	1558
757	1658
758	1560
759	1601
760	1651
761	1607
762	1596
763	1510
764	1525
765	1510
766	1620
767	1631
768	1597
769	1449
770	1543
771	1586
772	1587
773	1552
774	1457
775	1529
776	1485
777	1582
778	1478
779	1421
780	1517
781	1505
782	1440
783	1526
784	1481
785	1585
786	1531
787	1465
788	1387
789	1465
790	1450
791	1424
792	1458
793	1434
794	1479
795	1469
796	1510
797	1539
798	1547
799	1489
800	1459
801	1464
802	1441
803	1511
804	1549
805	1441
806	1468
807	1485
808	1494
809	1462
810	1465
811	1431
812	1461
813	1361
814	1442
815	1335
816	1439
817	1479
818	1411
819	1380
820	1364
821	1403
822	1370
823	1384
824	1401
825	1433
826	1394
827	1413
828	1394
829	1344
830	1355
831	1280
832	1355
833	1331
834	1383
835	1360
836	1340
837	1377
838	1331
839	1340
840	1306
841	1309
842	1396
843	1356
844	1323
845	1418
846	1390
847	1364
848	1307
849	1411
850	1298
851	1375
852	1312
853	1336
854	1397
855	1374
856	1396
857	1368
858	1263
859	1398
860	1321
861	1405
862	1341
863	1416
864	1381
865	1328
866	1471
867	1347
868	1338
869	1342
870	1274
871	1488
872	1238
873	1424
874	1395
875	1369
876	1475
877	1354
878	1383
879	1388
880	1334
881	1424
882	1351
883	1364
884	1341
885	1318
886	1431
887	1330
888	1379
889	1439
890	1301
891	1430
892	1362
893	1295
894	1353
895	1360
896	1319
897	1314
898	1351
899	1441
900	1325
901	1463
902	1294
903	1331
904	1325
905	1405
906	1366
907	1283
908	1325
909	1276
910	1311
911	1321
912	1459
913	1333
914	1407
915	1361
916	1367
917	1375
918	1416
919	1415
920	1495
921	1370
922	1465
923	1372
924	1311
925	1392
926	1249
927	1473
928	1388
929	1396
930	1396
931	1348
932	1418
933	1368
934	1386
935	1292
936	1380
937	1418
938	1484
939	1361
940	1345
941	1393
942	1459
943	1350
944	1491
945	1308
946	1386
947	1352
948	1347
949	1333
950	1444
951	1437
952	1481
953	1454
954	1372
955	1413
956	1392
957	1478
958	1363
959	1362
960	1332
961	1455
962	1454
963	1326
964	1435
965	1318
966	1321
967	1412
968	1365
969	1358
970	1322
971	1442
972	1470
973	1308
974	1446
975	1361
976	1337
977	1362
978	1289
979	1343
980	1358
981	1355
982	1326
983	1347
984	1453
985	1375
986	1336
987	1393
988	1254
989	1511
990	1369
991	1395
992	1423
993	1350
994	1493
995	1256
996	1378
997	1403
998	1427
999	1368
1000	1420
1001	1432
1002	1364
1003	1347
1004	1466
1005	1306
1006	1401
1007	1284
1008	1285
1009	1400
1010	1352
1011	1447
1012	1494
1013	1471
1014	1375
1015	1325
1016	1362
1017	1466
1018	1349
1019	1346
1020	1352
1021	1318
1022	1399
1023	1327
1024	1563
1025	1383
1026	1273
1027	1367
1028	1229
1029	1496
1030	1319
1031	1397
1032	1350
1033	1214
1034	1351
1035	1333
1036	1331
1037	1375
1038	1297
1039	1275
1040	1435
1041	1244
1042	1397
1043	1311
1044	1300
1045	1307
1046	1234
1047	1240
1048	1176
1049	1202
1050	1321
1051	1320
1052	1445
1053	1292
1054	1169
1055	1451
1056	1170
1057	1304
1058	1319
1059	1277
1060	1380
1061	1300
1062	1346
1063	1253
1064	1241
1065	1345
1066	1306
1067	1379
1068	1314
1069	1242
1070	1250
1071	1365
1072	1347
1073	1378
1074	1389
1075	1306
1076	1260
1077	1347
1078	1303
1079	1312
1080	1190
1081	1303
1082	1174
1083	1296
1084	1432
1085	1261
1086	1394
1087	1230
1088	1251
1089	1274
1090	1167
1091	1345
1092	1214
1093	1239
1094	1336
1095	1245
1096	1333
1097	1410
1098	1269
1099	1240
1100	1366
1101	1222
1102	1280
1103	1348
1104	1223
1105	1276
1106	1268
1107	1213
1108	1252
1109	1120
1110	1266
1111	1270

