ENTREZ_GENE_ID,prote_exp,prote_top,bulk_exp,bulk_top,Express
1,1.0,0.0,0.0,0.0,0
10,,,0.0,0.0,0
100,1.0,1.0,0.0,0.0,1
1000,0.0,0.0,0.0,0.0,0
10000,1.0,0.0,0.0,0.0,0
100008586,,,0.0,0.0,0
100008587,,,0.0,0.0,0
100009676,,,0.0,0.0,0
10001,1.0,0.0,0.0,0.0,0
10002,1.0,0.0,0.0,0.0,0
10003,,,0.0,0.0,0
100033411,,,0.0,0.0,0
100033422,,,0.0,0.0,0
100033423,,,0.0,0.0,0
100033437,,,0.0,0.0,0
100033440,,,0.0,0.0,0
100033441,,,0.0,0.0,0
100033442,,,0.0,0.0,0
100033443,,,0.0,0.0,0
100033444,,,0.0,0.0,0
100033445,,,0.0,0.0,0
100033446,,,0.0,0.0,0
100033447,,,0.0,0.0,0
100033448,,,0.0,0.0,0
100033449,,,0.0,0.0,0
100033450,,,0.0,0.0,0
100033451,,,0.0,0.0,0
100033453,,,0.0,0.0,0
100033454,,,0.0,0.0,0
100033455,,,0.0,0.0,0
100033456,,,0.0,0.0,0
100033458,,,0.0,0.0,0
100033460,,,0.0,0.0,0
100033603,,,0.0,0.0,0
100033799,,,0.0,0.0,0
100033800,,,0.0,0.0,0
100033801,,,0.0,0.0,0
100033802,,,0.0,0.0,0
100033803,,,0.0,0.0,0
100033804,,,0.0,0.0,0
100033805,,,0.0,0.0,0
100033806,,,0.0,0.0,0
100033807,,,0.0,0.0,0
100033808,,,0.0,0.0,0
100033809,,,0.0,0.0,0
100033810,,,0.0,0.0,0
100033811,,,0.0,0.0,0
100033812,,,0.0,0.0,0
100033813,,,0.0,0.0,0
100033814,,,0.0,0.0,0
100033815,,,0.0,0.0,0
100033816,,,0.0,0.0,0
100033817,,,0.0,0.0,0
100033818,,,0.0,0.0,0
100033819,,,0.0,0.0,0
100033822,,,0.0,0.0,0
100036564,,,0.0,0.0,0
100036565,,,0.0,0.0,0
100037417,,,1.0,0.0,0
100038246,,,0.0,0.0,0
10004,,,0.0,0.0,0
100048912,,,0.0,0.0,0
100049587,0.0,0.0,1.0,0.0,0
100049716,,,0.0,0.0,0
10005,1.0,0.0,0.0,0.0,0
10006,1.0,0.0,0.0,0.0,0
10007,1.0,1.0,0.0,0.0,1
100073347,,,0.0,0.0,0
10008,,,0.0,0.0,0
10009,1.0,0.0,0.0,0.0,0
100093630,,,0.0,0.0,0
100093631,,,0.0,0.0,0
100093698,,,0.0,0.0,0
1001,,,0.0,0.0,0
10010,1.0,0.0,0.0,0.0,0
100101115,,,0.0,0.0,0
100101116,,,0.0,0.0,0
100101118,,,0.0,0.0,0
100101120,,,0.0,0.0,0
100101121,,,0.0,0.0,0
100101267,1.0,0.0,0.0,0.0,0
100101268,,,0.0,0.0,0
100101467,,,0.0,0.0,0
100101629,,,0.0,0.0,0
100101938,,,0.0,0.0,0
10011,1.0,0.0,0.0,0.0,0
100113379,,,0.0,0.0,0
100113380,,,0.0,0.0,0
100113386,,,0.0,0.0,0
100113403,,,0.0,0.0,0
100113404,,,0.0,0.0,0
100113407,,,0.0,0.0,0
100124412,,,0.0,0.0,0
100124534,,,0.0,0.0,0
100124535,,,0.0,0.0,0
100124536,,,0.0,0.0,0
100124537,,,0.0,0.0,0
100124538,,,0.0,0.0,0
100124539,,,0.0,0.0,0
100124540,,,0.0,0.0,0
100124541,,,0.0,0.0,0
100124700,,,0.0,0.0,0
100125288,,,0.0,0.0,0
100125556,,,0.0,0.0,0
100126270,,,0.0,0.0,0
100126296,,,0.0,0.0,0
